item_id,category,price,quality_score,popularity,brand_tier,seasonality,features
440,Health,39.45,4.16,0.186,Standard,None,"[3.2020013570938466, -0.7323364282843424, 0.14596681147437038, 1.1911653649024403, 0.521525140748535, -0.07756793769355512, -0.8942380897467865, 1.4423468840914921, 3.1086201776836804, 1.4185399725468226, 1.3185368772650403, -1.4275207376363754, -0.35180262018765995, 0.3109711392411427, -0.9511839754506622, -0.6301626530611604, 0.6405760641306666, 0.5993478753573531, 1.7608785350769458, -0.7212364599263147]"
441,Home & Garden,2.4,2.69,0.142,Standard,None,"[1.8893303991860388, -1.192336174268177, 0.18850916303078782, 3.254956180387568, -0.23766229445260917, -0.7332737836238319, 0.17822290403352561, 0.7337734251558419, -1.2634616907402243, 1.0362948991994128, -0.21249856960654168, -0.6671678062119658, -1.5332958530925285, -0.6530416630224875, -0.6068920088712975, -1.195017636137712, 0.47364889417301187, 0.14705910830265537, 0.9807740256207976, 0.7148091860552497]"
442,Food,4.21,2.42,0.214,Budget,None,"[-0.1545672284863518, -1.294736491782701, 1.5225330383415, 0.36542711370983955, -0.9466746157343959, -0.4022957587038902, -0.8295352844604813, 2.991222182843565, -2.082181976168033, 0.2782960460887509, -1.717971166585072, -1.885338785473761, 0.4105497307387887, -1.210500035084854, 0.6972645451605646, 0.9641409491973383, -0.4470780169507981, 0.4885880975297614, 1.4735925928398832, -0.9583786724615113]"
443,Sports,9.68,3.9,0.376,Premium,None,"[-0.15909577671368036, -0.4193988642728855, -1.0465373524449046, 0.4512453970333818, 2.27339814209252, 0.07639566105427802, -0.36221243121071955, 0.921437532196215, -1.7503042938200533, -1.7031059100601393, 0.22548216147274652, 1.2643834537458605, 0.12052059985420562, 0.12709887801685368, -1.0472119216541094, -2.14447373002839, -0.9746341580259338, 0.6442809302729134, -1.572510825900851, -0.8518522613037534]"
444,Home & Garden,26.48,4.18,0.256,Standard,None,"[-1.556135180473943, -1.2474286150220928, 0.1355242975292022, 1.872324955586085, 0.19023153425669853, -0.045043534333108835, 2.5189502068882135, 0.1267384339908734, -0.3790796494872758, 0.10113178536150971, 1.0199550425103299, -0.04962838937746495, 0.6847283586362458, 0.39604596440221623, -0.29041557684264424, 0.1108757988819519, 1.598922114192076, 0.24307829503796438, -0.9860210241710703, -0.3195104271328753]"
445,Travel,44.09,4.87,0.209,Standard,Holiday,"[-1.5434350255270737, 0.8914163374113526, -1.4634069587110217, 0.32476370331093424, 0.20726871986377823, 1.1815774140809225, -0.2357737686247926, -2.0289628380790776, 0.14329422440711, 2.3326022291627897, 1.0736243118496336, -0.5279047091530004, 0.703194890268005, 0.8970336665345526, -0.73215551234739, 0.3170016491264832, -1.4719714811591307, 0.5641032285141995, 0.22238685882596673, -1.238696160966961]"
446,Clothing,27.86,5.0,0.081,Premium,Winter,"[0.6762481772346155, -0.033789695580160206, 3.190401988425349, -1.2824507396686233, -1.1045766287676533, 0.2795391689428111, 0.09620609990043659, -0.05632389649333018, 0.575834160204483, -0.9306495645577362, -1.3694356116214286, -0.5001081080287255, -0.3882785586980988, -0.28374718105791114, 1.2690457113538767, 0.7704172467992092, 0.533239869155429, 0.22199959462931115, -0.43418845571555514, -0.853945156783445]"
447,Books,22.67,4.59,0.38,Budget,Holiday,"[0.3755721863990335, 2.652436272554227, -0.4199497419601109, -1.070033612488451, 0.14508135533939012, -0.46657308266922876, 2.1690515225652818, -1.489473077521162, -0.05900251507340685, 0.2893476723877108, -0.8299430402267207, -0.45913472230914126, 0.06044677240760215, -1.1598488081726435, 0.40805335029920914, 1.5776368737596638, -0.37884876014106383, 0.7680623733087838, 1.7078756149070666, 1.006735509706553]"
448,Sports,37.02,3.85,0.106,Standard,Summer,"[0.8809830402409967, 0.8817259407278182, -2.840842536862366, -1.1037256338910586, 1.3934332737607378, 0.5683900166935717, 0.43798542235555277, -0.9249230203786495, 1.6245849793808549, -0.7000702516112512, -0.8352470621876973, -1.1608584019964325, -0.17857233678998077, 0.9041679146146248, -0.9012948924202907, 0.20842152702220731, 0.20335983595301022, -0.031456964681352784, 0.3221086793948148, 0.9060926237765612]"
449,Books,1.05,3.14,0.316,Budget,None,"[-0.33464715863394856, 1.5495355001271458, -1.6127403690511788, 0.33724146150320805, -1.9244545968629527, 0.031079518237261926, -1.799155824032461, 0.050504890486286605, -0.006119004587748654, 0.40334496767854056, 0.8622857168015928, 1.047588422250938, -1.61004259937593, -0.05820605313308032, 2.010940884560054, 0.1191005684977072, -0.8313481403013134, -0.07970112643933606, -0.38366594031406126, -1.176458157132154]"
450,Travel,38.25,4.94,0.209,Standard,None,"[-1.2599205408769916, -0.25938861870235336, 0.4559761730215021, 0.3802818048025051, 0.6839758433217689, -0.9247314872569331, 1.4177046216011788, 0.6660841916804898, 0.6294540895461651, 3.126031460146619, 0.1765317608087871, -0.1156893072700698, 1.3484104081262527, -0.8356975074241755, -0.21156960012584344, 1.1571412399399834, -0.20871800807499574, -0.5874703509667625, -0.944395120563027, 0.23815189385730318]"
451,Movies,11.63,4.5,0.038,Budget,None,"[1.0137278992804586, 0.8706240608526813, -1.4378380781590558, 0.2968084476355398, 0.21967713057641944, 3.1823785040645323, -0.6259945073553701, -1.6205542805499977, -0.2287160073639607, -0.3576258936813258, -0.8834940869141408, -0.8197217615375335, 0.6842739744515063, -0.8402089744981762, -0.541093284124823, 0.9970086019619141, 0.8431290081480877, -0.4775756826037009, -1.4656213038647719, 0.8792798090640433]"
452,Books,2.82,3.09,0.138,Standard,Holiday,"[0.943203250005648, 1.4911832155938889, 1.680906006263177, -0.5943831627776233, -0.4697744728126422, -1.816959771946504, -0.6677463095081225, -0.2670553283441186, -0.272313426672375, 1.6829015942325447, 0.5849961007903224, 0.9390088460322306, 0.00012034047798764372, -0.7010854049336434, 2.178895359401947, -0.10092294640340116, 0.6444751709148591, -0.9475338074951024, -1.170614072021816, 1.4958215287313172]"
453,Movies,32.99,4.06,0.109,Budget,None,"[-1.9206139932223094, 0.44112699030707625, -0.2767217540143448, -0.0774331819304456, 0.10579250638183797, 1.565714714404227, 2.2564632116069734, 0.23470014882891796, 0.7150639391186265, 0.07282622142907308, 0.6616618573670949, -0.11328558500783865, 1.1633336171067987, 1.2783931540864704, 0.6725725813321134, -2.2928817653197893, 0.17526956428329632, -1.9241348265899354, 0.38150976510157675, 1.60333266869456]"
454,Clothing,49.18,4.69,0.33,Budget,Holiday,"[-1.098685142409619, -0.1643459558964511, 1.0714311881996923, 0.8662652183210665, -0.3987386946413775, -1.115672166074201, -0.9227196052745015, 0.06841968078810651, -0.28215198503529504, 0.04176899186092278, -0.2465679557857979, 1.7179900781625423, 0.8566008465286504, -0.8600805536134594, -1.9457083143101772, -0.3599709240847465, -1.1370829503208861, -1.7284872051617686, 0.6384421456431495, -0.010356993931561679]"
455,Clothing,21.39,3.62,0.083,Standard,Winter,"[-0.2212283000535204, 0.44987157593899113, 0.6845701904849304, 2.4650884184276673, 1.1060091937816618, 0.8825462587705953, -0.8070912827771152, 1.3623875187624919, 1.0132884575380448, 0.6395216391243178, -0.10224831497590436, -1.0514611745098366, -0.05652801044673294, -0.7872967550432969, 0.38331220203628963, -1.1008398142424223, -0.7176856370658609, -2.083418636129803, 0.5319259502165038, 0.4327942054837949]"
456,Music,4.45,3.93,0.246,Budget,Summer,"[-0.7115915839578838, 0.22121233378936508, -0.7500748765895321, 0.38160842039535703, 0.723399637957637, 0.02788825476028234, 0.11647877503091722, -0.19018979839933114, 0.9537112554095722, 0.38568916486149896, 0.4843517014727856, -0.4819109663809622, 0.001651717132436041, 0.9436849698038882, -0.0648797329702767, 0.17466955573157403, -1.535957298442066, -0.06854003632721566, -2.0119999681061094, -0.5161448693582567]"
457,Sports,19.68,3.31,0.148,Standard,None,"[0.6070143430319812, 0.6017811052421702, 0.06720156695045036, 0.3353862643167488, 2.8460976198952186, 1.7399907948624131, -0.23930854458966375, 0.17952237413944874, 3.061001317338618, -0.04904046153551333, -0.09079157915168026, -0.8395428952572, 0.08376132957494332, -0.07417741897908432, 0.39326041709355675, 0.27072412904110144, -1.973580913633586, -1.3069339797581494, -0.16139532796379757, -0.42521093466121307]"
458,Electronics,7.88,3.38,0.163,Premium,None,"[2.773266214763601, -0.5069639536957192, -0.5658609208476936, 1.3013899158248632, -0.6631324239193579, -0.5347679101748003, 1.534525234865268, -0.3568305391471209, -0.6204495134054141, 1.1000499416430207, 0.015948656754374776, 0.08774677493568163, 0.29888377707965863, 1.3396134111925941, -1.0339561066607426, 1.1444227347417817, -1.4937179995372265, -0.8153700040772143, -0.8966305607723997, -0.14104436972663648]"
459,Electronics,10.47,2.99,0.252,Budget,None,"[1.7424598724526916, -0.5125678611848564, 0.4571620706864418, 1.2723055361266253, 0.842153111929865, -0.3099073403135665, 1.4531892249174196, 0.7529018059312967, -0.16910888409108857, -0.6167900982834832, 0.6187244927392145, 1.085361058462791, 1.1340859301929118, 0.6163041451036065, -0.34095803441437417, 0.5681253274451542, -0.8608393682057913, 0.29002927628178976, 1.7983048149580507, -1.0074615814530896]"
460,Clothing,6.37,2.69,0.067,Standard,Summer,"[0.7125870083839215, 0.032928366756948886, 0.8797328493530396, -1.1029144697652733, 0.3680649377469412, 0.9467504391358753, -0.193849134422538, 1.6490004322095015, 0.21178432704553662, -0.7767855324165115, -1.086728551873672, 1.0181314841847162, 0.12845911573981503, 0.676047378169482, -2.6579632604532417, 0.24467203434693838, -0.5117741884962371, -1.3937595359168644, -0.06268234294842537, 1.0918135336544557]"
461,Travel,285.01,4.31,0.294,Premium,None,"[0.10073547464481439, 1.7271756460190828, -2.0113382125282, 0.4232605981057256, -1.2851219423646516, -0.661033566475689, -0.43913053063647106, -0.9816691663062304, -0.22669312407064238, -0.6282218931485919, -1.5330978523207555, -1.854901623199719, -1.2212484646370854, -0.7955106735736145, -0.006050938316222951, -0.6433771656623412, -0.8697082406191589, -0.5239575511518932, -0.6981130350676297, -0.3713708820175137]"
462,Electronics,15.87,2.88,0.309,Standard,Summer,"[1.3633407534300717, -2.3477341203394286, -0.5742371668410184, -0.21704342628394177, -1.238369342239929, -0.12984392628951189, -0.49291996138949207, 0.1958506436074498, -0.28479567043464826, -0.7000409754426833, -0.33883093757035243, 0.8470592046135162, 0.06407991338736785, -0.21518343650817895, 0.351244151670364, -0.0015859262733926738, -1.1065637959263668, 0.6865432151763621, -0.6243521492599413, -0.34255466658630035]"
463,Food,1.95,2.17,0.269,Standard,Summer,"[-0.0858503850354019, 1.0237608101373041, 0.6797067966320869, -1.4892442510989088, 0.5589005237417732, 0.07280612886260611, 0.09109400991372943, 2.336517566451703, -0.35036584441580504, 0.07009895894239775, 0.2414524250402884, 0.7460579388855285, -1.5271610333780812, 1.2908858964911043, -1.1552903430592132, 0.7616284641463872, 0.07944509927277996, -1.2811563427986976, 0.5281454697040043, -0.9454066391951711]"
464,Electronics,64.55,4.71,0.525,Standard,None,"[2.1983934235216522, -0.5820458891852971, -1.1403815848472907, -0.5610470162958854, -0.8979332935797643, -0.5134124714717049, 0.624463866829485, 0.626969331651815, 1.5786770570467206, 0.30811398824304875, -1.520434017887213, -0.32920381043321933, -0.6390663545002349, -0.9824198708671096, 1.072946118756458, 0.45450240245581525, 0.07032226123183287, -1.4840142454241605, -0.08193393860208753, 2.3263066853666996]"
465,Electronics,9.6,3.95,0.267,Standard,None,"[1.1661013149332198, 1.2909707492525146, 0.6156410745396291, 0.33202460207993795, 0.5403627172551217, 1.8033753153897722, 0.7949585272801896, -1.5511185108571612, -0.0845614702664156, 0.08756097332645396, 1.0258649072351824, 0.08327404080967064, 0.016025554057826102, 0.042683916697649246, 0.23985786755252853, -0.09339912363941687, -0.41913289763778894, -0.14771317435002804, 0.305129853797735, 0.6206684153913268]"
466,Food,136.83,4.68,0.155,Budget,None,"[-1.0538395952252244, -1.636851397027805, 0.20558082869159974, 0.9694787468038774, 1.766103677944303, -0.0787368558672467, 0.6461718603268568, 2.205239367521656, 1.0147462094859059, -0.24606996791074298, 0.48990211628702773, -2.1722911685499446, 0.9829511017288318, 0.12014293469334705, -0.7022662965229312, 0.2685983449231724, 1.4061238513105412, -0.9652920722448233, -0.9018858907504247, -1.6363392466508524]"
467,Clothing,4.5,4.01,0.325,Premium,None,"[-0.2750134722550482, 1.1162341993677722, 1.9383684547998064, 1.2397825958624724, -0.6652178794901562, 1.1087013882881465, 1.4074966312073809, -0.24202986630239728, 0.308601055508868, -1.161192403934154, -1.1360049015162665, 0.31729386809029075, -0.540157667228875, 0.24070835870860677, 0.16384580797481416, 0.6524946162287035, 0.5296999859550735, 0.9205509192062417, 0.22701600199899755, 0.30729755127196096]"
468,Health,13.27,3.31,0.11,Premium,Summer,"[-0.41544219176699765, -0.790826700169864, 0.1700581425705966, 1.4622629533161373, 0.999936475836576, -0.5686699278848648, -0.8054140133113804, -0.3811508059405149, 3.533889009810195, -0.01651922645044193, 0.1813867616837911, -0.8253210660841188, 0.02303511045334986, -1.5196956334316007, -1.38677024675567, 0.07928129448621352, 0.230182676103732, -0.4184951437762226, 0.3177359855989701, -1.2926596702553892]"
469,Sports,13.04,3.5,0.259,Standard,Holiday,"[-0.3610994622982106, -0.49607356915908235, -0.36335409510795835, -0.2883472677576647, 1.342644658338687, 1.3992713752333041, 0.8985269930814788, 0.10994853833327911, 1.0245681639858102, -1.6270717152454592, -1.2284587785510324, 0.47455476235796257, 0.7355365558078887, 0.27940754625575154, -1.8826946750783187, -1.0623345243377478, 0.4165918665041686, 2.4264722892412673, 1.217912665058428, 1.5773042984707726]"
470,Sports,25.95,3.82,0.26,Budget,None,"[-1.2662295290692238, -1.49292242631511, 0.42586457763889896, 1.4405742979076168, 3.6927446168010816, -1.2244102177100717, -0.4028738354023735, -1.4792152544449093, -0.55061162638712, 1.1228480950493616, -0.0128917835583997, -0.3738740796237879, 0.54508575641121, -0.7950520898094712, 1.5929783648818574, 0.007284972241473471, -0.40179424295989924, 0.5868492347956116, 0.9392861602110463, 1.5959752401492586]"
471,Music,4.0,2.62,0.218,Standard,Summer,"[-0.618668579071195, 0.06409265004721179, 0.6439539784009414, -0.0697349893385083, -1.539531265877247, 1.9445116383833323, 1.2592911081229214, 0.3257454680707838, 2.2157099936617275, 0.17141413168341224, 1.0132307189286218, 0.5252186995752369, -0.6332985545583092, -0.06166062577284957, 1.1127259285914932, -0.34694507273228387, 0.39951133737876526, -0.6213178101363533, 0.9291384447023273, 0.08269836688240764]"
472,Health,72.39,4.22,0.283,Standard,None,"[0.7998134003257217, 0.3562800497416076, 1.0874105536366991, -0.34780516463983596, 1.1338473668809983, 0.03927964539483577, 0.1131674594287368, 2.1140533253519385, 1.5153240350613963, 1.2274590311548499, 0.47968494054761335, -0.571904892245483, -1.315690890463473, -1.0330850504554903, 1.130674797854511, 1.7343995268369568, 0.09143990321022591, 0.14388176262112315, 0.7764534331564866, 0.073302029353185]"
473,Movies,2.77,3.23,0.278,Standard,None,"[-1.045312143472583, -1.2231826103798877, 0.49709261551529754, 0.3057099604575184, -0.25679746366523015, -2.2416407091681285, 1.9285046332554903, 0.760494600435143, 1.2109506036543847, 1.0175787422918168, -1.1897167959106854, -0.7777616194748003, -0.16660611914682072, -0.076691348259603, 0.03037342453017386, 1.1195918993180358, 0.19545860491083475, 1.213727025766142, -0.7740082153695463, -0.38943148560772506]"
474,Electronics,52.34,4.62,0.275,Standard,Summer,"[2.8305523714809273, -1.7717453239226715, 1.5706615433847417, -2.033891956969194, -0.3135363648646909, -1.0621561225267548, 1.3955103882186328, -0.7421721930540489, 0.5287983641607672, 0.2669602417893005, -1.445041370579585, 1.0289719099688264, -0.01598195822382116, 1.5076440077917255, 0.6134949357153213, -0.7600309084815615, -0.20113238011307005, -0.22964300137697308, 0.7779962454884063, 0.7451974635759]"
475,Food,19.63,3.6,0.039,Budget,Summer,"[0.14874265767709172, -1.0225058773352949, 0.18014640792013598, 0.6513783017035222, -2.226161413276908, 0.4797385500687046, 0.8285365012518291, 2.931777145921459, 0.4571263840818881, -0.42088776694190533, -0.06509402611013648, -1.477434053781978, 1.0505765541886343, 0.7916838956239427, -0.33422485965396576, 0.596608160081783, 0.6209565501266496, -1.0973703842770142, 2.0354122854864016, -0.8393726835990771]"
476,Music,2.94,2.43,0.139,Budget,None,"[0.6831292450600224, -0.5527700132266294, -0.6174963756639779, -1.7164841605989973, -0.42941133358236416, 0.26421106956148344, 2.0670696873861147, -0.8551181568667101, 1.1089808553132174, 1.8181062078919905, 0.21620140852798844, -0.10001425638690646, -1.3223652560550825, -0.5046001216487757, 1.603965047869026, 0.351252629622269, 0.028348207458837392, 1.3121232091756625, 0.696290548455716, -0.14787314777976282]"
477,Home & Garden,3.1,3.64,0.143,Budget,None,"[-0.10855462162592926, -1.1241905157208945, 0.3547810699315197, 1.9194901310554864, -0.022953179818889807, 0.12575056003115576, 0.0559782845397702, 1.457485527235258, -0.8010470827416711, -2.0808139770138365, 0.0005879872975924155, 0.8318463535829396, -1.5641914317603174, 0.3645309379489642, -1.4066318740320338, 0.8437599628684784, 0.0107888127289259, -0.8798609034173346, -1.6035310391159396, 2.181078578824122]"
